Simulation time, Total waiting time, Total job waiting, Average queue size, Job arrival rate, Throughput, Job from queue, Job has waited for
46.411137018290034,39.181082618050254,0.0,2.25,0.19391897243226805,0.0,,
46.411137018290034,39.181082618050254,0.0,2.0,0.19391897243226805,0.021546552492474228,1,35.33981528462289
46.411137018290034,39.181082618050254,35.33981528462289,1.75,0.19391897243226805,0.021546552492474228,2,0.0
46.411137018290034,39.181082618050254,35.33981528462289,1.5,0.19391897243226805,0.021546552492474228,3,39.181082618050254
46.411137018290034,39.181082618050254,74.52089790267314,1.25,0.19391897243226805,0.021546552492474228,4,22.609515837665988
50.21173140083534,42.98167700059556,97.13041374033912,1.75,0.21907231025729976,0.021546552492474228,,
50.21173140083534,42.98167700059556,97.13041374033912,1.5,0.21907231025729976,0.039831329137690864,1,10.371412046110173
50.21173140083534,42.98167700059556,107.5018257864493,1.25,0.21907231025729976,0.039831329137690864,2,0.0
50.21173140083534,42.98167700059556,107.5018257864493,1.0,0.21907231025729976,0.039831329137690864,3,31.307659984293114
50.21173140083534,42.98167700059556,138.8094857707424,0.75,0.21907231025729976,0.039831329137690864,4,2.1512536093679984
100.48117234333414,93.25111794309436,140.9607393801104,3.25,0.2089943768594289,0.039831329137690864,,
100.48117234333414,93.25111794309436,140.9607393801104,3.0,0.2089943768594289,0.029856339551346988,1,34.16371593847616
100.48117234333414,93.25111794309436,175.12445531858657,2.75,0.2089943768594289,0.029856339551346988,2,46.11170102290982
100.48117234333414,93.25111794309436,221.23615634149638,2.5,0.2089943768594289,0.029856339551346988,3,73.66307348604904
100.48117234333414,93.25111794309436,294.8992298275454,2.25,0.2089943768594289,0.029856339551346988,4,0.0
161.85106958921665,154.62101518897686,294.8992298275454,5.25,0.20389114563008504,0.029856339551346988,,
161.85106958921665,154.62101518897686,294.8992298275454,5.0,0.20389114563008504,0.024714078258192124,1,74.7494448483072
161.85106958921665,154.62101518897686,369.6486746758526,4.75,0.20389114563008504,0.024714078258192124,2,90.64893476199161
161.85106958921665,154.62101518897686,460.2976094378442,4.5,0.20389114563008504,0.024714078258192124,3,132.53124941743758
161.85106958921665,154.62101518897686,592.8288588552817,4.25,0.20389114563008504,0.024714078258192124,4,0.0
211.7874054365439,204.5573510363041,592.8288588552817,7.0,0.20775550797888853,0.024714078258192124,,
211.7874054365439,204.5573510363041,592.8288588552817,6.75,0.20775550797888853,0.023608580452146425,1,106.5709244464589
211.7874054365439,204.5573510363041,699.3997833017406,6.5,0.20775550797888853,0.023608580452146425,2,113.58248055707703
