experiment,avg_queue_mean,avg_queue_std,throughput_mean,throughput_std,arrival_rate_mean,arrival_rate_std,total_waiting_time_last_mean,total_waiting_time_last_std,total_job_waiting_last_mean,total_job_waiting_last_std
exp1,469.4175660667309,9.576588437026762,0.07011348868199105,0.001453177240893826,0.6535053601975764,0.006089050681910667,9989.802118564809,3.872855242996945,6773713.982499963,100008.17657689727
exp2,228.4787862212175,8.641379157798749,0.05106568311848234,0.0018144561934168918,0.3862195151687829,0.002481205504547468,9982.076181578994,9.918638314487433,4121597.4229125166,100760.54674342256
exp3,106.1139004162518,7.65271861209457,0.03362921239569498,0.0017651872935569115,0.21991050576659416,0.0012544020542576133,9973.340312247159,20.827181762507063,2285783.268952342,125171.19187795921
exp4,129.38874085529733,10.877363189686,0.027889269613983757,0.0020099507900246186,0.21393252276118724,0.0014982235165265085,9925.510929442125,62.4592053493283,2251127.7377435775,116575.53609009621
exp5,21.252902075224032,4.118343782411677,0.05382793173725801,0.0002718394298287595,0.24080255674424556,0.001872248193386327,9975.426733593518,14.874145386695172,783817.4515296719,115929.43851532052
exp6,24.537693240851812,8.455303669339235,0.05696638414350454,0.0005003934525683037,0.2506119802176288,0.005393343765940741,9979.601141263487,12.455197456648406,806567.119343502,249420.70580794805
