Simulation time, Job arrival rate, Throughput, Total jobs lost
11.0,0.09090909090909091,0.0,0
22.16125407974372,0.11764705882352941,0.0,1
38.0,0.07894736842105263,0.04512380014243148,1
47.424290971549674,0.07894736842105263,0.04512380014243148,1
49.0,0.08163265306122448,0.04217248079048395,1
58.89562088158616,0.08163265306122448,0.04217248079048395,1
65.0,0.07692307692307693,0.050937573203137014,1
74.24147003552774,0.07692307692307693,0.050937573203137014,1
76.0,0.07894736842105263,0.053878243494987745,1
86.35041592075609,0.07894736842105263,0.053878243494987745,1
107.0,0.06542056074766354,0.05790360065652153,1
116.85022904911375,0.07079646017699115,0.05790360065652153,2
184.0,0.04891304347826087,0.05134778124806343,2
193.33454433904345,0.04891304347826087,0.05134778124806343,2
200.0,0.05,0.036206669759566434,2
210.45389339560447,0.05,0.036206669759566434,2
251.0,0.043824701195219126,0.03801307674057546,2
261.1533882653172,0.043824701195219126,0.03801307674057546,2
262.0,0.04580152671755725,0.034462505195821946,2
271.9641499988616,0.04580152671755725,0.034462505195821946,2
283.0,0.045936395759717315,0.03676955216355486,2
294.2152481911331,0.04929577464788732,0.03676955216355486,3
345.0,0.043478260869565216,0.037387593157150005,3
353.5351633631408,0.043478260869565216,0.037387593157150005,3
361.0,0.0443213296398892,0.0339428754012623,3
371.40047392983706,0.0443213296398892,0.0339428754012623,3
392.0,0.04336734693877551,0.035002647849221344,3
402.8406795688055,0.04336734693877551,0.035002647849221344,3
403.0,0.04466501240694789,0.034753193284713414,3
413.74571677374576,0.04702970297029703,0.034753193284713414,4
430.0,0.046511627906976744,0.036254151745582074,4
441.2966924854898,0.046511627906976744,0.036254151745582074,4
466.0,0.045064377682403435,0.03625678658474444,4
475.43651806333116,0.048625792811839326,0.03625678658474444,6
514.0,0.04669260700389105,0.03575661387822862,6
524.2628607700096,0.04669260700389105,0.03575661387822862,6
525.0,0.047619047619047616,0.034333921677310024,6
533.4832656005041,0.04896421845574388,0.034333921677310024,7
547.0,0.04936014625228519,0.03561498780774886,7
556.2283953084151,0.04936014625228519,0.03561498780774886,7
588.0,0.047619047619047616,0.035956452724623104,7
597.8403178113554,0.047619047619047616,0.035956452724623104,7
604.0,0.048013245033112585,0.03512643656566905,7
613.2886333582434,0.048013245033112585,0.03512643656566905,7
615.0,0.04878048780487805,0.035872179595979936,7
625.9997605543971,0.04878048780487805,0.035872179595979936,7
656.0,0.04725609756097561,0.036741228111063125,7
665.9257653076306,0.04725609756097561,0.036741228111063125,7
702.0,0.045584045584045586,0.0360400531865785,7
713.2807365047341,0.04628330995792426,0.0360400531865785,8
794.0,0.042821158690176324,0.03504931329353807,8
805.2155093361392,0.042821158690176324,0.03504931329353807,8
875.0,0.04,0.032289492314219986,8
885.4304596608125,0.04,0.032289492314219986,8
896.0,0.04017857142857143,0.030493642618013232,8
904.907002570693,0.04017857142857143,0.030493642618013232,8
927.0,0.039913700107874865,0.030942406148318637,8
934.9550145358434,0.04198062432723358,0.030942406148318637,10
945.0,0.042328042328042326,0.03101753512108494,10
