Simulation time, Job arrival rate, Throughput, Total jobs lost
11.0,0.09090909090909091,0.0,0
21.200975343476607,0.11764705882352941,0.0,1
38.0,0.07894736842105263,0.04716764129003589,1
48.41339051039396,0.07894736842105263,0.04716764129003589,1
64.0,0.0625,0.0413108848381651,1
75.46777772318931,0.07692307692307693,0.0413108848381651,2
86.0,0.06976744186046512,0.03975206492768074,2
96.19611133253088,0.06976744186046512,0.03975206492768074,2
97.0,0.07216494845360824,0.04158172242714462,2
106.5036839348094,0.09523809523809523,0.04158172242714462,5
126.0,0.0873015873015873,0.04694673287602413,5
135.93212136791485,0.0873015873015873,0.04694673287602413,5
137.0,0.08759124087591241,0.04413967750683709,5
146.63489354831043,0.09420289855072464,0.04413967750683709,6
159.0,0.0880503144654088,0.04773761436048491,6
169.49529742755328,0.0880503144654088,0.04773761436048491,6
170.0,0.08823529411764706,0.04719894959575152,6
178.17993817948894,0.0935672514619883,0.04719894959575152,7
197.0,0.08629441624365482,0.05051073702211009,7
207.04960914774742,0.08629441624365482,0.05051073702211009,7
223.0,0.08071748878923767,0.04829760385040937,7
232.26977111569423,0.08482142857142858,0.04829760385040937,8
235.0,0.0851063829787234,0.04735872406969768,8
245.12765588554905,0.0851063829787234,0.04735872406969768,8
261.0,0.08045977011494253,0.04895408458359689,8
270.4244885216951,0.08396946564885496,0.04895408458359689,9
313.0,0.07348242811501597,0.04807256942988379,9
323.64577586316767,0.07348242811501597,0.04807256942988379,9
339.0,0.07079646017699115,0.04325716893001866,9
348.2231224183431,0.07079646017699115,0.04325716893001866,9
385.0,0.06493506493506493,0.043075829932911584,9
394.84086163294734,0.06649616368286446,0.043075829932911584,10
447.0,0.06040268456375839,0.04052265495984544,10
457.4542310054389,0.06040268456375839,0.04052265495984544,10
468.0,0.05982905982905983,0.03716218770703179,10
479.3146054296661,0.060542797494780795,0.03716218770703179,11
515.0,0.05825242718446602,0.03755362301940389,11
524.3273812810605,0.06130268199233716,0.03755362301940389,13
538.0,0.06133828996282528,0.036236902130837294,13
548.6538114637698,0.06133828996282528,0.036236902130837294,13
569.0,0.05975395430579965,0.03645285894695857,13
578.2264997548192,0.05975395430579965,0.03645285894695857,13
635.0,0.05511811023622047,0.03631794808592215,13
643.2762008391717,0.05511811023622047,0.03631794808592215,13
656.0,0.054878048780487805,0.03419992838426229,13
666.3737617044939,0.05731523378582202,0.03419992838426229,15
694.0,0.056195965417867436,0.03451516449442594,15
703.1511034576422,0.056195965417867436,0.03451516449442594,15
740.0,0.05405405405405406,0.034132066183190965,15
749.9726343706789,0.05405405405405406,0.034132066183190965,15
751.0,0.05459387483355526,0.03333454962790494,15
761.0246038166018,0.05548216644649934,0.03333454962790494,16
783.0,0.05491698595146871,0.034164467048250255,16
792.6713548486892,0.05491698595146871,0.034164467048250255,16
804.0,0.05472636815920398,0.034062035716118384,16
813.4969441937686,0.05472636815920398,0.034062035716118384,16
820.0,0.054878048780487805,0.03441930568989405,16
829.002065439449,0.054878048780487805,0.03441930568989405,16
896.0,0.05133928571428571,0.03498181875412732,16
905.5377160099332,0.05133928571428571,0.03498181875412732,16
912.0,0.051535087719298246,0.03312948701042389,16
921.0112762166666,0.051535087719298246,0.03312948701042389,16
933.0,0.05144694533762058,0.0336586541343358,16
942.236278227088,0.05144694533762058,0.0336586541343358,16
944.0,0.05190677966101695,0.033961757511832606,16
955.7352938788866,0.05190677966101695,0.033961757511832606,16
960.0,0.052083333333333336,0.03452838899154628,16
969.744357262643,0.052083333333333336,0.03452838899154628,16
976.0,0.05225409836065574,0.035060786634504265,16
985.0992313317256,0.05225409836065574,0.035060786634504265,16
997.0,0.05215646940822467,0.03552941560281655,16
1006.2071007193708,0.0531062124248497,0.03552941560281655,17
1014.0,0.05325443786982249,0.035777922829467616,17
1024.4494472269926,0.05325443786982249,0.035777922829467616,17
1065.0,0.051643192488262914,0.03611696028550027,17
1073.7708305313497,0.0525328330206379,0.03611696028550027,18
1137.0,0.05013192612137203,0.03538930181330769,18
1147.2188142409623,0.05013192612137203,0.03538930181330769,18
1158.0,0.05008635578583765,0.033995258372574444,18
1168.4448199467438,0.05150214592274678,0.033995258372574444,20
1176.0,0.05187074829931973,0.03423353787628854,20
1185.1369975097318,0.05187074829931973,0.03423353787628854,20
1207.0,0.05136702568351284,0.034595156582024875,20
1215.5103913112987,0.052152317880794705,0.034595156582024875,21
1219.0,0.052502050861361775,0.03455338621555525,21
1228.0246250359894,0.05327868852459016,0.03455338621555525,22
1236.0,0.05339805825242718,0.035015584478804575,22
1247.0483139051526,0.05339805825242718,0.035015584478804575,22
1262.0,0.05309033280507131,0.0352833162190912,22
1271.1736462160804,0.05511811023622047,0.0352833162190912,25
1291.0,0.054996127033307515,0.03540035630376078,25
1302.010767361259,0.05551272166538165,0.03540035630376078,26
1303.0,0.056024558710667687,0.035329968962719595,26
1313.839001808839,0.056024558710667687,0.035329968962719595,26
1319.0,0.056103108415466264,0.03577302845728613,26
1327.5327246365523,0.05731523378582202,0.03577302845728613,28
1357.0,0.056742815033161385,0.03615730076495198,28
1366.2926673805914,0.05743740795287187,0.03615730076495198,29
1379.0,0.05728788977519942,0.035863472863351516,29
1387.5287481054042,0.05844155844155844,0.035863472863351516,31
1407.0,0.05828002842928216,0.036035289408073386,31
1418.0348973558505,0.06007067137809187,0.036035289408073386,34
1421.0,0.06052076002814919,0.03596526439165745,34
1431.5664396522218,0.06052076002814919,0.03596526439165745,34
1442.0,0.060332871012482664,0.03632384677349145,34
1451.6575612298698,0.060332871012482664,0.03632384677349145,34
