Simulation time, Total waiting time, Total job waiting, Average queue size, Job arrival rate, Throughput, Job from queue, Job has waited for
16.612295248722493,14.394387731939503,0.0,2.5,0.6019637774478522,0.0,,
16.612295248722493,14.394387731939503,0.0,2.25,0.6019637774478522,0.06019637774478522,1,12.20016490458449
16.612295248722493,14.394387731939503,12.20016490458449,2.0,0.6019637774478522,0.06019637774478522,2,7.147270410980731
16.612295248722493,14.394387731939503,19.34743531556522,1.75,0.6019637774478522,0.06019637774478522,3,14.394387731939503
16.612295248722493,14.394387731939503,33.741823047504724,1.5,0.6019637774478522,0.06019637774478522,4,0.0
35.53703629763626,33.319128780853276,33.741823047504724,4.5,0.619072446439866,0.06019637774478522,,
35.53703629763626,33.319128780853276,33.741823047504724,4.25,0.619072446439866,0.056279313312715094,1,28.306406280119706
35.53703629763626,33.319128780853276,62.048229327624426,4.0,0.619072446439866,0.056279313312715094,2,19.85721961372752
35.53703629763626,33.319128780853276,81.90544894135195,3.75,0.619072446439866,0.056279313312715094,3,29.972404988756765
35.53703629763626,33.319128780853276,111.87785393010871,3.5,0.619072446439866,0.056279313312715094,4,0.0
44.865626201516875,42.64771868473389,111.87785393010871,4.75,0.6017970166899654,0.056279313312715094,,
44.865626201516875,42.64771868473389,111.87785393010871,4.5,0.6017970166899654,0.06686633518777393,1,32.01175121063461
44.865626201516875,42.64771868473389,143.88960514074333,4.25,0.6017970166899654,0.06686633518777393,2,26.14868340588164
44.865626201516875,42.64771868473389,170.03828854662498,4.0,0.6017970166899654,0.06686633518777393,3,35.79931362993288
44.865626201516875,42.64771868473389,205.83760217655788,3.75,0.6017970166899654,0.06686633518777393,4,0.0
55.519913788681535,53.30200627189855,205.83760217655788,5.75,0.6304044371037048,0.06686633518777393,,
55.519913788681535,53.30200627189855,205.83760217655788,5.5,0.6304044371037048,0.07204622138328054,1,34.591151662801934
55.519913788681535,53.30200627189855,240.4287538393598,5.25,0.6304044371037048,0.07204622138328054,2,33.158180721041546
55.519913788681535,53.30200627189855,273.58693456040135,5.0,0.6304044371037048,0.07204622138328054,3,44.18808228341491
55.519913788681535,53.30200627189855,317.7750168438163,4.75,0.6304044371037048,0.07204622138328054,4,0.0
65.42104478552066,63.20313726873768,317.7750168438163,6.25,0.6267096487745842,0.07204622138328054,,
65.42104478552066,63.20313726873768,317.7750168438163,6.0,0.6267096487745842,0.07642800594812003,1,30.694687175974508
65.42104478552066,63.20313726873768,348.4697040197908,5.75,0.6267096487745842,0.07642800594812003,2,39.321054421912024
65.42104478552066,63.20313726873768,387.79075844170285,5.5,0.6267096487745842,0.07642800594812003,3,48.59780871799333
65.42104478552066,63.20313726873768,436.3885671596962,5.25,0.6267096487745842,0.07642800594812003,4,0.0
80.31695362883927,78.09904611205629,436.3885671596962,7.75,0.6349842429990711,0.07642800594812003,,
80.31695362883927,78.09904611205629,436.3885671596962,7.5,0.6349842429990711,0.07470402858812601,1,41.19006790154937
80.31695362883927,78.09904611205629,477.57863506124556,7.25,0.6349842429990711,0.07470402858812601,2,50.576568011647836
80.31695362883927,78.09904611205629,528.1552030728934,7.0,0.6349842429990711,0.07470402858812601,3,58.476591076183986
80.31695362883927,78.09904611205629,586.6317941490775,6.75,0.6349842429990711,0.07470402858812601,4,0.0
95.39132662672934,93.17341910994635,586.6317941490775,9.75,0.6604374027265802,0.07470402858812601,,
95.39132662672934,93.17341910994635,586.6317941490775,9.5,0.6604374027265802,0.07338193363628669,1,50.308943196238445
95.39132662672934,93.17341910994635,636.9407373453159,9.25,0.6604374027265802,0.07338193363628669,2,64.95589577168576
95.39132662672934,93.17341910994635,701.8966331170017,9.0,0.6604374027265802,0.07338193363628669,3,67.57232318076711
95.39132662672934,93.17341910994635,769.4689562977687,8.75,0.6604374027265802,0.07338193363628669,4,0.0
107.00017350161842,104.78226598483543,769.4689562977687,10.75,0.6635503259153697,0.07338193363628669,,
107.00017350161842,104.78226598483543,769.4689562977687,10.5,0.6635503259153697,0.07476623390595714,1,53.7645694289833
107.00017350161842,104.78226598483543,823.2335257267521,10.25,0.6635503259153697,0.07476623390595714,2,67.43545902301311
107.00017350161842,104.78226598483543,890.6689847497652,10.0,0.6635503259153697,0.07476623390595714,3,74.22681290239117
107.00017350161842,104.78226598483543,964.8957976521564,9.75,0.6635503259153697,0.07476623390595714,4,0.0
121.225832506174,119.00792498939101,964.8957976521564,12.0,0.6599253504481037,0.07476623390595714,,
121.225832506174,119.00792498939101,964.8957976521564,11.75,0.6599253504481037,0.07424160192541167,1,57.619955154094534
121.225832506174,119.00792498939101,1022.5157528062509,11.5,0.6599253504481037,0.07424160192541167,2,78.13715583401904
121.225832506174,119.00792498939101,1100.65290864027,11.25,0.6599253504481037,0.07424160192541167,3,83.49300475893293
121.225832506174,119.00792498939101,1184.145913399203,11.0,0.6599253504481037,0.07424160192541167,4,0.0
134.29156571047992,132.07365819369693,1184.145913399203,13.5,0.6701835630841597,0.07424160192541167,,
134.29156571047992,132.07365819369693,1184.145913399203,13.25,0.6701835630841597,0.07446484034268441,1,67.82880016045175
134.29156571047992,132.07365819369693,1251.9747135596547,13.0,0.6701835630841597,0.07446484034268441,2,89.05918383605355
134.29156571047992,132.07365819369693,1341.0338973957082,12.75,0.6701835630841597,0.07446484034268441,3,88.97598526751787
134.29156571047992,132.07365819369693,1430.009882663226,12.5,0.6701835630841597,0.07446484034268441,4,0.0
145.85546657810337,143.6375590613204,1430.009882663226,14.75,0.6787541277857214,0.07446484034268441,,
145.85546657810337,143.6375590613204,1430.009882663226,14.5,0.6787541277857214,0.0754171253095246,1,70.65299513023423
145.85546657810337,143.6375590613204,1500.6628777934604,14.25,0.6787541277857214,0.0754171253095246,2,96.88614416953834
145.85546657810337,143.6375590613204,1597.5490219629987,14.0,0.6787541277857214,0.0754171253095246,3,96.43407600679782
145.85546657810337,143.6375590613204,1693.9830979697965,13.75,0.6787541277857214,0.0754171253095246,4,0.0
159.048909522712,156.831002005929,1693.9830979697965,15.25,0.6601742842191957,0.0754171253095246,,
159.048909522712,156.831002005929,1693.9830979697965,15.0,0.6601742842191957,0.07544848962505094,1,81.31659479000467
159.048909522712,156.831002005929,1775.2996927598012,14.75,0.6601742842191957,0.07544848962505094,2,100.01692595941032
159.048909522712,156.831002005929,1875.3166187192116,14.5,0.6601742842191957,0.07544848962505094,3,106.29669826124051
159.048909522712,156.831002005929,1981.613316980452,14.25,0.6601742842191957,0.07544848962505094,4,0.0
172.7222512773498,170.50434376056683,1981.613316980452,16.25,0.6542295457841709,0.07544848962505094,,
172.7222512773498,170.50434376056683,1981.613316980452,16.0,0.6542295457841709,0.07526534597517011,1,91.73860786908921
172.7222512773498,170.50434376056683,2073.3519248495413,15.75,0.6542295457841709,0.07526534597517011,2,111.63449747526722
172.7222512773498,170.50434376056683,2184.9864223248087,15.5,0.6542295457841709,0.07526534597517011,3,111.18147474578569
172.7222512773498,170.50434376056683,2296.1678970705943,15.25,0.6542295457841709,0.07526534597517011,4,0.0
