Simulation time, Total waiting time, Total job waiting, Average queue size, Job arrival rate, Throughput, Job from queue, Job has waited for
52.7444027167006,44.73369745260372,0.0,2.75,0.20855293516324228,0.0,,
52.7444027167006,44.73369745260372,0.0,2.5,0.20855293516324228,0.018959357742112933,1,39.21642807648962
52.7444027167006,44.73369745260372,39.21642807648962,2.25,0.20855293516324228,0.018959357742112933,2,0.0
52.7444027167006,44.73369745260372,39.21642807648962,2.0,0.20855293516324228,0.018959357742112933,3,44.73369745260372
52.7444027167006,44.73369745260372,83.95012552909334,1.75,0.20855293516324228,0.018959357742112933,4,29.407040229889525
64.94826429708623,56.93755903298935,113.35716575898286,2.5,0.21555618385675754,0.018959357742112933,,
64.94826429708623,56.93755903298935,113.35716575898286,2.25,0.21555618385675754,0.030793740550965364,1,25.5965902203666
64.94826429708623,56.93755903298935,138.95375597934947,2.0,0.21555618385675754,0.030793740550965364,2,4.476148396915086
64.94826429708623,56.93755903298935,143.42990437626455,1.75,0.21555618385675754,0.030793740550965364,3,47.82167063644358
64.94826429708623,56.93755903298935,191.25157501270812,1.5,0.21555618385675754,0.030793740550965364,4,0.0
132.87654424200247,124.86583897790558,191.25157501270812,4.75,0.20319613332828732,0.030793740550965364,,
132.87654424200247,124.86583897790558,191.25157501270812,4.5,0.20319613332828732,0.022577348147587478,1,88.93045270048341
132.87654424200247,124.86583897790558,280.18202771319153,4.25,0.20319613332828732,0.022577348147587478,2,68.69482557876053
132.87654424200247,124.86583897790558,348.87685329195205,4.0,0.20319613332828732,0.022577348147587478,3,106.3898851044197
132.87654424200247,124.86583897790558,455.26673839637175,3.75,0.20319613332828732,0.022577348147587478,4,0.0
145.31778733823822,137.30708207414133,455.26673839637175,4.75,0.2133255712726009,0.022577348147587478,,
145.31778733823822,137.30708207414133,455.26673839637175,4.5,0.2133255712726009,0.02752588016420657,1,96.52487031298989
145.31778733823822,137.30708207414133,551.7916087093616,4.25,0.2133255712726009,0.02752588016420657,2,64.83807368882901
145.31778733823822,137.30708207414133,616.6296823981907,4.0,0.2133255712726009,0.02752588016420657,3,114.93822533425227
145.31778733823822,137.30708207414133,731.5679077324429,3.75,0.2133255712726009,0.02752588016420657,4,0.0
156.77614951473942,148.76544425064253,731.5679077324429,4.5,0.21686972224562429,0.02752588016420657,,
156.77614951473942,148.76544425064253,731.5679077324429,4.25,0.21686972224562429,0.0318926062125918,1,80.83772262309627
156.77614951473942,148.76544425064253,812.4056303555392,4.0,0.21686972224562429,0.0318926062125918,2,69.84677286618182
156.77614951473942,148.76544425064253,882.252403221721,3.75,0.21686972224562429,0.0318926062125918,3,121.4543507355189
156.77614951473942,148.76544425064253,1003.7067539572399,3.5,0.21686972224562429,0.0318926062125918,4,0.0
201.46935805833454,193.45865279423765,1003.7067539572399,5.5,0.2084684261903445,0.0318926062125918,,
201.46935805833454,193.45865279423765,1003.7067539572399,5.25,0.2084684261903445,0.029781203741477785,1,108.78614238967118
201.46935805833454,193.45865279423765,1112.492896346911,5.0,0.2084684261903445,0.029781203741477785,2,49.44155909600752
201.46935805833454,193.45865279423765,1161.9344554429185,4.75,0.2084684261903445,0.029781203741477785,3,130.1704261723408
201.46935805833454,193.45865279423765,1292.1048816152593,4.5,0.2084684261903445,0.029781203741477785,4,0.0
236.020845270144,228.01014000604712,1292.1048816152593,6.5,0.21184569499685993,0.029781203741477785,,
236.020845270144,228.01014000604712,1292.1048816152593,6.25,0.21184569499685993,0.02965839729956039,1,137.74392183077256
236.020845270144,228.01014000604712,1429.8488034460318,6.0,0.21184569499685993,0.02965839729956039,2,79.77482767192313
236.020845270144,228.01014000604712,1509.6236311179548,5.75,0.21184569499685993,0.02965839729956039,3,133.88880844162054
236.020845270144,228.01014000604712,1643.5124395595753,5.5,0.21184569499685993,0.02965839729956039,4,0.0
258.88290710326277,250.87220183916588,1643.5124395595753,6.75,0.21245126074724469,0.02965839729956039,,
258.88290710326277,250.87220183916588,1643.5124395595753,6.5,0.21245126074724469,0.03090200156323559,1,143.14821280031788
258.88290710326277,250.87220183916588,1786.6606523598932,6.25,0.21245126074724469,0.03090200156323559,2,95.20071373306288
258.88290710326277,250.87220183916588,1881.8613660929561,6.0,0.21245126074724469,0.03090200156323559,3,147.28989825749602
258.88290710326277,250.87220183916588,2029.151264350452,5.75,0.21245126074724469,0.03090200156323559,4,0.0
288.97818376191344,280.96747849781656,2029.151264350452,7.25,0.21108859916656325,0.03090200156323559,,
288.97818376191344,280.96747849781656,2029.151264350452,7.0,0.21108859916656325,0.03114421954916507,1,160.59626936087503
288.97818376191344,280.96747849781656,2189.747533711327,6.75,0.21108859916656325,0.03114421954916507,2,113.09140270579445
288.97818376191344,280.96747849781656,2302.838936417121,6.5,0.21108859916656325,0.03114421954916507,3,172.1183197980348
288.97818376191344,280.96747849781656,2474.957256215156,6.25,0.21108859916656325,0.03114421954916507,4,0.0
438.46010564743403,430.44940038333715,2474.957256215156,13.75,0.20754453786765525,0.03114421954916507,,
438.46010564743403,430.44940038333715,2474.957256215156,13.5,0.20754453786765525,0.02280709207336871,1,264.13128078531287
438.46010564743403,430.44940038333715,2739.088537000469,13.25,0.20754453786765525,0.02280709207336871,2,248.09858479524115
438.46010564743403,430.44940038333715,2987.18712179571,13.0,0.20754453786765525,0.02280709207336871,3,312.4044055341776
438.46010564743403,430.44940038333715,3299.591527329888,12.75,0.20754453786765525,0.02280709207336871,4,0.0
439.248981964972,431.23827670087513,3299.591527329888,13.25,0.2117250211576274,0.02280709207336871,,
439.248981964972,431.23827670087513,3299.591527329888,13.0,0.2117250211576274,0.02504274443799894,1,256.5719108890779
439.248981964972,431.23827670087513,3556.163438218966,12.75,0.2117250211576274,0.02504274443799894,2,201.08936907466017
439.248981964972,431.23827670087513,3757.252807293626,12.5,0.2117250211576274,0.02504274443799894,3,305.0874722490223
439.248981964972,431.23827670087513,4062.340279542648,12.25,0.2117250211576274,0.02504274443799894,4,0.0
440.2603947728042,432.2496895087073,4062.340279542648,12.5,0.21351000706867712,0.02504274443799894,,
440.2603947728042,432.2496895087073,4062.340279542648,12.25,0.21351000706867712,0.027256596647065163,1,244.5361714236198
440.2603947728042,432.2496895087073,4306.876450966268,12.0,0.21351000706867712,0.027256596647065163,2,185.02264277051992
440.2603947728042,432.2496895087073,4491.899093736788,11.75,0.21351000706867712,0.027256596647065163,3,297.64234077995354
440.2603947728042,432.2496895087073,4789.541434516742,11.5,0.21351000706867712,0.027256596647065163,4,0.0
443.5499711458556,435.5392658817587,4789.541434516742,12.0,0.21643559067763227,0.027256596647065163,,
443.5499711458556,435.5392658817587,4789.541434516742,11.75,0.21643559067763227,0.029308986237596035,1,214.6189723868911
443.5499711458556,435.5392658817587,5004.160406903633,11.5,0.21643559067763227,0.029308986237596035,2,178.25269276752414
443.5499711458556,435.5392658817587,5182.413099671157,11.25,0.21643559067763227,0.029308986237596035,3,298.65828685773124
443.5499711458556,435.5392658817587,5481.071386528889,11.0,0.21643559067763227,0.029308986237596035,4,0.0
447.70414792593095,439.69344266183407,5481.071386528889,11.5,0.21889455448202216,0.029308986237596035,,
447.70414792593095,439.69344266183407,5481.071386528889,11.25,0.21889455448202216,0.03127065064028888,1,202.9555850920444
447.70414792593095,439.69344266183407,5684.026971620933,11.0,0.21889455448202216,0.03127065064028888,2,176.30290056332808
447.70414792593095,439.69344266183407,5860.329872184261,10.75,0.21889455448202216,0.03127065064028888,3,281.06884233128903
447.70414792593095,439.69344266183407,6141.39871451555,10.5,0.21889455448202216,0.03127065064028888,4,0.0
