Simulation time, Job produced counter, Turnaround time, Arrival time, Job arrival rate, Throughput, Queue size, Average turnaround time
17.932348805012943,1,16.932348805012943,1.0,1.0,0.0557651432544326,16,16.932348805012943
27.095967138875643,2,25.095967138875643,2.0,1.0,0.07381172222970857,25,21.014157971944293
37.66239250864333,3,34.66239250864333,3.0,1.0,0.07965505641500378,34,25.563569484177304
54.50650093513122,4,50.50650093513122,4.0,1.0,0.073385741725752,50,31.79930234691578
69.62895126061353,5,64.62895126061353,5.0,1.0,0.07180921024195162,64,38.365232129655325
86.0780554487121,6,80.0780554487121,6.0,1.0,0.06970417685114855,80,45.31736934949813
95.22169541081921,7,88.22169541081921,7.0,1.0,0.07351265874651347,88,51.44655878682971
109.05692215928326,8,101.05692215928326,8.0,1.0,0.07335618722409558,101,57.647854208386406
126.31743708491999,9,117.31743708491999,9.0,1.0,0.0712490706564093,117,64.27780786133458
149.96662044655884,10,139.96662044655884,10.0,1.0,0.06668150532580373,139,71.84668911985702
157.47408573426677,11,146.47408573426677,11.0,1.0,0.06985276306707505,146,78.63099790298517
169.0416322892676,12,157.0416322892676,12.0,1.0,0.07098842952170119,157,85.16521743517536
182.70483108742994,13,169.70483108742994,13.0,1.0,0.0711530172608249,169,91.66826463919496
195.33527268704057,14,181.33527268704057,14.0,1.0,0.07167164336177172,181,98.07305092832678
216.16873321186972,15,201.16873321186972,15.0,1.0,0.06939023871365481,201,104.94609641389631
233.54122896549114,16,217.54122896549114,16.0,1.0,0.06851038709899149,217,111.98329219837099
246.89473288891122,17,229.89473288891122,17.0,1.0,0.06885525584561193,229,118.91925929781453
260.0049216631572,18,242.00492166315718,18.0,1.0,0.06922945875355177,242,125.75735165144468
274.7795228427273,19,255.77952284272732,19.0,1.0,0.06914634614485021,255,132.6006238194069
285.9781603826267,20,265.9781603826267,20.0,1.0,0.06993541035875203,265,139.2695006475679
298.1447991788516,21,277.1447991788516,21.0,1.0,0.07043557378105558,277,145.8349910538195
324.3836617278395,22,302.3836617278395,22.0,1.0,0.06782092502074959,302,152.9508397208204
337.444452313008,23,314.444452313008,23.0,1.0,0.06815936620782129,314,159.97230113787202
350.9668794757255,24,326.9668794757255,24.0,1.0,0.0683825209827526,326,166.93040856861592
364.12948509816164,25,339.12948509816164,25.0,1.0,0.06865689548117897,339,173.81837162979772
375.96041122847765,26,349.96041122847765,26.0,1.0,0.0691562175789816,349,180.5930654605162
386.62334146911434,27,359.62334146911434,27.0,1.0,0.06983541111978339,359,187.22381642379762
396.6312633140179,28,368.6312633140179,28.0,1.0,0.07059453600820179,368,193.70265381273404
426.3145624649099,29,397.3145624649099,29.0,1.0,0.06802488714512772,397,200.72375411108493
438.86983210198275,30,408.86983210198275,30.0,1.0,0.06835739849402254,408,207.6619567107815
450.518441166072,31,419.518441166072,31.0,1.0,0.06880961391893978,419,214.49603685450057
463.7140690395504,32,431.7140690395504,32.0,1.0,0.06900804210292508,431,221.2841003602834
476.9051596453845,33,443.9051596453845,33.0,1.0,0.06919614798157778,443,228.03019306589252
490.25074761187074,34,456.25074761187074,34.0,1.0,0.06935226547970029,456,234.74256231724482
510.35608209296777,35,475.35608209296777,35.0,1.0,0.06857956871301538,475,241.61723431083692
519.095103249786,36,483.095103249786,36.0,1.0,0.06935145366354377,483,248.32495289247436
529.6100134852215,37,492.61001348522154,37.0,1.0,0.06986272739919118,492,254.9272518274135
546.3550242447842,38,508.3550242447842,38.0,1.0,0.06955184507093469,508,261.59640373313374
560.2149814531108,39,521.2149814531108,39.0,1.0,0.06961613182646427,521,268.2532903413383
564.9469286151701,40,524.9469286151701,40.0,1.0,0.07080311083033987,524,274.6706312981841
578.4302241964239,41,537.4302241964239,41.0,1.0,0.0708814966523554,537,281.07940185667775
594.8007302991409,42,552.8007302991409,42.0,1.0,0.07061188371251174,552,287.548957295784
602.8238914499383,43,559.8238914499383,43.0,1.0,0.071330948573678,559,293.8809325086713
618.4082474748325,44,574.4082474748325,44.0,1.0,0.07115040942559661,574,300.2565533033568
627.3717568664806,45,582.3717568664806,45.0,1.0,0.07172780653174518,582,306.525780049204
642.1143933247213,46,596.1143933247213,46.0,1.0,0.07163832562890007,596,312.82118468562834
654.5954210197665,47,607.5954210197665,47.0,1.0,0.0718000745052275,607,319.0929769480568
664.48712764911,48,616.48712764911,48.0,1.0,0.07223616230132143,616,325.2886884209954
685.791136442534,49,636.791136442534,49.0,1.0,0.07145032561106301,636,331.6458812377615
697.1119912038807,50,647.1119912038807,50.0,1.0,0.07172448707079658,647,337.9552034370839
706.2586247953989,51,655.2586247953989,51.0,1.0,0.07221150752640303,655,344.176839149992
716.2083034330067,52,664.2083034330067,52.0,1.0,0.07260457572293982,664,350.3312903862039
728.2444762400498,53,675.2444762400498,53.0,1.0,0.07277775764759761,675,356.4617278551443
737.5680644276372,54,683.5680644276372,54.0,1.0,0.073213582046702,683,362.51925260648676
747.8651483432743,55,692.8651483432743,55.0,1.0,0.07354267025524593,692,368.52554161988286
758.8233161595158,56,702.8233161595158,56.0,1.0,0.07379847035199427,702,374.49514473666204
773.9597834950849,57,716.9597834950849,57.0,1.0,0.0736472375122602,716,380.50329629382736
788.0389401587039,58,730.0389401587039,58.0,1.0,0.0736004238424047,730,386.5297729121873
802.8840486045681,59,743.8840486045681,59.0,1.0,0.07348508181541709,743,392.5866250425666
814.1713944507371,60,754.1713944507371,60.0,1.0,0.07369455670998817,754,398.6130378660361
827.2436514724096,61,766.2436514724096,61.0,1.0,0.07373885540424058,766,404.6397692366324
840.917316940936,62,778.917316940936,62.0,1.0,0.07372900848984983,778,410.6765038770244
854.9709703539168,63,791.9709703539168,63.0,1.0,0.07368671239670399,791,416.72879699570524
867.5740586475063,64,803.5740586475063,64.0,1.0,0.07376891847108938,803,422.7732542090146
878.147082826508,65,813.147082826508,65.0,1.0,0.07401949089300999,813,428.77900541851454
888.9924361929424,66,822.9924361929424,66.0,1.0,0.07424135157171989,822,434.751936187824
901.4487418550913,67,834.4487418550913,67.0,1.0,0.07432480283029816,834,440.7175601530071
923.886567716995,68,855.886567716995,68.0,1.0,0.07360210915073047,855,446.82298673483047
934.3056807738735,69,865.3056807738735,69.0,1.0,0.0738516327363526,865,452.8879533151065
964.8936070207458,70,894.8936070207458,70.0,1.0,0.07254685852478134,894,459.2023197966156
976.1463816861135,71,905.1463816861135,71.0,1.0,0.07273499275524696,905,465.48322207674937
986.207847346518,72,914.207847346518,72.0,1.0,0.07300692262155747,914,471.71550853882945
1002.9272921919526,73,929.9272921919526,73.0,1.0,0.07278693138408318,929,477.9923822875024
1012.9618106446526,74,938.9618106446526,74.0,1.0,0.07305309955654313,938,484.2216988869233
1028.8820310612887,75,953.8820310612887,75.0,1.0,0.07289465432945479,953,490.4838366492482
1045.2743293403726,76,969.2743293403726,76.0,1.0,0.07270818565683165,969,496.7837115530787
1050.6728971613677,77,973.6728971613677,77.0,1.0,0.07328636743941244,973,502.9770775999396
1064.8221683154698,78,986.8221683154698,78.0,1.0,0.07325166804462256,986,509.18021978860025
1078.1838463254444,79,999.1838463254444,79.0,1.0,0.0732713630140534,999,515.3827973396996
1089.441388128817,80,1009.4413881288169,80.0,1.0,0.07343212849422304,1009,521.5585297245636
1101.334849616114,81,1020.3348496161141,81.0,1.0,0.07354711423890173,1020,527.7162620689037
1117.6982247909202,82,1035.6982247909202,82.0,1.0,0.07336506239449307,1035,533.9111640533185
1130.9037504306602,83,1047.9037504306602,83.0,1.0,0.07339262953933322,1047,540.103845816901
